name,phone,principal_contact,url,address,accreditation
Orange Sterling Billing,+14808435143,"Mrs. Lauren Rundall, Owner",https://www.bbb.org/us/az/phoenix/profile/billing-services/orange-sterling-billing-1126-1000110820,"10000 N 31st Ave Ste D214 Phoenix, AZ 85051-2001",Accredited
Doctors & MDs Billing,+18052104207,"Ms. Lili Vizcardo, Owner",https://www.bbb.org/us/ca/simi-valley/profile/medical-billing/doctors-mds-billing-1236-92013897,"2667 Fallon Cir Simi Valley, CA 93065-4720",Not Accredited
Apridas Medical Management & Billing,+14057459600,"Ms. Becky Stubblefield, Owner",https://www.bbb.org/us/ok/mustang/profile/medical-case-management/apridas-medical-management-billing-0995-90024256,"2035 E State Hwy 152 Suite 103 Mustang, OK 73064",Not Accredited
Medical Claims & Billing Specialist,+18319013801,"Ms. Diana Rosa, Co-Owner",https://www.bbb.org/us/ca/del-rey-oaks/profile/medical-billing/medical-claims-billing-specialist-1216-231036,"203C Calle Del Oaks Del Rey Oaks, CA 93940-5710",Accredited
KSN Billing & Collections,+18554690959,"Robin Bailey, CEO",https://www.bbb.org/us/nj/newark/profile/medical-billing/ksn-billing-collections-0221-90203827,"Newark, NJ 07103-3378",Not Accredited
Young's Billing & Consulting,+17164082525,"Mr. Daniel J. Young, President/CEO",https://www.bbb.org/us/ny/williamsville/profile/billing-services/youngs-billing-consulting-0041-235964412,"Williamsville, NY 14221-2609",Accredited
American Medical Billing Association (AMBA),+15803692700,,https://www.bbb.org/us/ok/davis/profile/billing-services/american-medical-billing-association-amba-0995-5002597,"2465 E Main St Davis, OK 73030-2979",Accredited
"Metropolitan Medical Billing Services, Inc.",+14434013736,"Ms. Michelle Macer, Manager",https://www.bbb.org/us/md/gwynn-oak/profile/medical-billing/metropolitan-medical-billing-services-inc-0011-90184972,"6606 Liberty Ter Gwynn Oak, MD 21207-6208",Not Accredited
Certified Healthcare Billing,+16267919004,"Julia Tashchyan, CEO",https://www.bbb.org/us/ca/sunland/profile/medical-billing/certified-healthcare-billing-1216-640510,"8055 Foothill Blvd Sunland, CA 91040-2943",Accredited
"Borsu Medical Billing Services, LLC",+12028484873,"Mr. Borsu Okpara, Owner",https://www.bbb.org/us/md/hyattsville/profile/medical-billing/borsu-medical-billing-services-llc-0241-236075667,"Hyattsville, MD 20782",Not Accredited
ELS Medical Billing Group LLC,+18889277894,"Ms. Ericia L. Smith, CEO",https://www.bbb.org/us/ga/lagrange/profile/medical-billing/els-medical-billing-group-llc-0743-91820311,"Lagrange, GA 30240-1158",Accredited
"RDY Billing Solutions, LLC",+16469160643,"Ms. Regina Young, Owner",https://www.bbb.org/us/nc/monroe/profile/medical-billing/rdy-billing-solutions-llc-0473-92032450,"Monroe, NC 28112-4523",Not Accredited
Home Sweet Billing LLC,+12085701752,"Ms. Jodie M Crane, Member",https://www.bbb.org/us/id/boise/profile/medical-billing/home-sweet-billing-llc-1296-1000128966,"Boise, ID 83705-2077",Not Accredited
Aloha Maui Billing Services,+18082767193,Ms. Jonelle Davis,https://www.bbb.org/us/hi/makawao/profile/medical-billing/aloha-maui-billing-services-1296-1000121014,"1135 Makawao Ave Ste 103 Makawao, HI 96768-7402",Accredited
Results Insurance Billing LLC,+15413938595,"Ms. Kerrie Martinez, Owner/Partner",https://www.bbb.org/us/or/prineville/profile/medical-billing/results-insurance-billing-llc-1296-1000103296/addressId/640425,"1235 NE McRae Ct Prineville, OR 97754",Not Accredited
Pro Med Billing Associates,+18556309900,"Sadna Mohan, President",https://www.bbb.org/us/il/aurora/profile/medical-billing/pro-med-billing-associates-0654-88207857,"800 S Frontenac St # 3 Aurora, IL 60504-3122",Not Accredited
DeMonte Medical Billing Solutions LLC,+18889243627,"Ms. Joanne Demonte, Owner",https://www.bbb.org/us/pa/jeannette/profile/medical-billing/demonte-medical-billing-solutions-llc-0141-71041213,"1000 Clay Ave Jeannette, PA 15644-3466",Not Accredited
Excellent Medical Billing Service (EMBS),+14073024606,"Lillian M. Ramos, President",https://www.bbb.org/us/fl/sanford/profile/medical-billing/excellent-medical-billing-service-embs-0733-90179274,"401 E 1st St Unit 2939 Sanford, FL 32772-7620",Not Accredited
C R Billing Svc,+17087486775,"Connie Rawls, Owner",https://www.bbb.org/us/il/richton-park/profile/medical-billing/c-r-billing-svc-0654-88225214,"22816 Valley Dr Richton Park, IL 60471-2337",Not Accredited
Brumett Professional Billing Services,+16236800096,"Ms. Rosemary Brumett, Manager",https://www.bbb.org/us/az/surprise/profile/billing-services/brumett-professional-billing-services-1126-1000028587,"27177 N 171st Ln Surprise, AZ 85387-3409",Not Accredited
Blue Sky Billing Solutions,+17724290692,"Ms. Debbie Drennan, Managing Member",https://www.bbb.org/us/fl/fort-pierce/profile/medical-billing/blue-sky-billing-solutions-0633-90428573,"101 N US Highway 1 STE 118 Fort Pierce, FL 34950-4254",Not Accredited
D M Billing Service,+16195612969,"Ms. Dana Manjarrez, Owner",https://www.bbb.org/us/ca/lakeside/profile/billing-services/d-m-billing-service-1126-30004014,"Lakeside, CA 92040",Not Accredited
"T.E.A.M. Medical Billing Solutions, LLC",+19193743384,"Ms. Alison J. Kilgore, Managing Member",https://www.bbb.org/us/nc/wendell/profile/medical-billing/team-medical-billing-solutions-llc-0593-90191285,"24 Bluewater Court Wendell, NC 27591-9609",Not Accredited
"Administrative Billing Solutions, Inc.",+17153037696,"Ms. Kari S. Behlmer, President",https://www.bbb.org/us/wi/eau-claire/profile/billing-services/administrative-billing-solutions-inc-0694-44185137,"1226 Archer Ln Eau Claire, WI 54703-0605",Not Accredited
"Medical Billing, Etc.",+14023981138,"MaryEllen Fisher, Owner",https://www.bbb.org/us/ne/omaha/profile/billing-services/medical-billing-etc-0714-300022690,"10567 Hansen Ave Omaha, NE 68124-3633",Not Accredited
D&S Medical Billing Services Inc,+19493880108,"Ms. Shahnaz Lewis, President/Owner",https://www.bbb.org/us/ca/laguna-niguel/profile/medical-billing/ds-medical-billing-services-inc-1126-13105658,"PO Box 7526 Laguna Niguel, CA 92607-7526",Not Accredited
A+ Medical Billing,+19493080332,"Ms. Abeer Marogi, Founder-CEO",https://www.bbb.org/us/ca/lake-forest/profile/medical-billing/a-medical-billing-1126-1000142295,"Lake Forest, CA 92630-3637",Not Accredited
Integrity Billing & Consulting LLC,+15035828188,"Ms. Ginette M Zuras-Hummel, Managing Owner",https://www.bbb.org/us/or/wilsonville/profile/medical-business-administration/integrity-billing-consulting-llc-1296-1000048129,"8855 SW Holly Ln Ste 125 Wilsonville, OR 97070-8793",Not Accredited
Billing Key,+16787565284,"Mr. Nicholas Hawkins, Owner",https://www.bbb.org/us/ga/atlanta/profile/medical-billing/billing-key-0443-27966156,"2221 Peachtree Rd NE STE D-397 Atlanta, GA 30309-1148",Not Accredited
Billing Dynamix,+17273869497,Mr. Thomas Jorno,https://www.bbb.org/us/fl/clearwater/profile/medical-billing/billing-dynamix-0653-90344528,"2857 Executive Dr STE 200 Clearwater, FL 33762-5584",Not Accredited
Medical Billing Unlimited,+17173694417,"Ms. April Wingert, Owner",https://www.bbb.org/us/pa/greencastle/profile/medical-billing/medical-billing-unlimited-0241-182819497,"4514 Rockdale Rd Greencastle, PA 17225-8000",Not Accredited
Acom Medical Billing,+14805452610,"Mr. Patrick McMahon, President",https://www.bbb.org/us/az/gilbert/profile/medical-billing/acom-medical-billing-1126-87002612,"1094 S Gilbert Rd Ste 203 Gilbert, AZ 85296-3481",Not Accredited
Stolze Medical Billing,+19095760111,"Mrs. Alyssa A Stolze, Billing Specialist",https://www.bbb.org/us/ca/victorville/profile/medical-billing/stolze-medical-billing-1126-850022321,"11736 Dellwood Rd Victorville, CA 92392-1291",Not Accredited
Enfinity Medical Billing,+17329440080,"Shakeel Ahmad, Principal",https://www.bbb.org/us/nj/east-brunswick/profile/medical-billing/enfinity-medical-billing-0221-90234777,"197 Route 18 East Brunswick, NJ 08816-1440",Not Accredited
Armedix Medical Billing,+14054184506,"Mr. Randall Murray, Owner",https://www.bbb.org/us/ok/oklahoma-city/profile/medical-billing/armedix-medical-billing-0995-90074308,"3705 W Memorial Rd Ste 1304 Oklahoma City, OK 73134-1503",Not Accredited
Element Medical Billing,,"Jared Turner, Owner/Manager",https://www.bbb.org/us/fl/port-saint-lucie/profile/medical-billing/element-medical-billing-0633-92046033,"2000 SE Port St Lucie Blvd Suite B Port Saint Lucie, FL 34952",Not Accredited
Draper Precision Billing & Coding,+19282218961,"Mr. Travis Draper, Member",https://www.bbb.org/us/az/flagstaff/profile/medical-coding/draper-precision-billing-coding-1126-1000048355,"Flagstaff, AZ 86004-5455",Not Accredited
Greensense Billing,+19096988022,"Ms. Angel Salazar, Operations Manager",https://www.bbb.org/us/ca/corona/profile/medical-billing/greensense-billing-1126-850066962,"495 E Rincon St STE 206 Corona, CA 92879",Not Accredited
SmileBound Billing,+18032001899,"Ms. Dawn Walker, CEO",https://www.bbb.org/us/nj/millville/profile/medical-billing/smilebound-billing-0221-90234692,"Millville, NJ 08332-4602",Accredited
Billing Solutions,+17404174968,"Ms. Jackie Kruse, Owner",https://www.bbb.org/us/oh/delaware/profile/medical-billing/billing-solutions-0302-14008220,"15 E Lincoln Ave Delaware, OH 43015-1605",Not Accredited
Operation Billing,+18887235962,"Mr. Steve Herrera, Owner",https://www.bbb.org/us/tx/fort-worth/profile/medical-billing/operation-billing-0825-235981805,"4500 Mercantile Plaza Dr Ste 300 Fort Worth, TX 76137-4206",Not Accredited
Billing Matters,+16502452726,"Ms. Beth Goddard, Owner",https://www.bbb.org/us/ca/redwood-city/profile/medical-billing/billing-matters-1116-538335,"570 El Camino Real STE 363 Redwood City, CA 94063-1200",Not Accredited
Medical Billing Alternatives,+14198245203,"Ms. Linda Hoffman, Owner",https://www.bbb.org/us/oh/sylvania/profile/billing-services/medical-billing-alternatives-0422-18000291,"5600 Monroe St Building B Ste 101 Sylvania, OH 43560-0703",Not Accredited
Talbert's Medical Billing,+13378559023,"Mary Talbert, CEO",https://www.bbb.org/us/la/lake-charles/profile/medical-billing/talberts-medical-billing-0925-90006328,"109 Executive Drive Suite C Lake Charles, LA 70611",Accredited
Comprehensive Medical Billing,+18663218433,,https://www.bbb.org/us/ok/oklahoma-city/profile/billing-services/comprehensive-medical-billing-0995-90011697,"9301 S. WESTERN AVE. OKLAHOMA CITY, OK 73139",Not Accredited
Prince's Medical Billing,+17073349724,"Ms. Loretta Lary, Owner",https://www.bbb.org/us/ca/vallejo/profile/billing-services/princes-medical-billing-1116-305648,"391 Sawyer St. Vallejo, CA 94589",Not Accredited
Denton Medical Billing,+19405655846,"Ms. Robin Johnston, Owner",https://www.bbb.org/us/tx/denton/profile/billing-services/denton-medical-billing-0875-90013540,"2019 Malone Denton, TX 76201",Not Accredited
Maximus Medical Billing,+12404896260,"Dr. Maria Jison, President",https://www.bbb.org/us/md/silver-spring/profile/billing-services/maximus-medical-billing-0241-182900463,"11006 Veirs Mill Rd PMB 261 Silver Spring, MD 20902-2582",Not Accredited
Stanford Medical Billing,+15594381245,"Bette Stanford, Owner",https://www.bbb.org/us/ca/fresno/profile/billing-services/stanford-medical-billing-1126-59004124,"550 E Herndon Ave Ste 105A Fresno, CA 93720-2992",Not Accredited
Medical Billing Alternatives,+16153298226,"Carla Anderson, CEO/Owner",https://www.bbb.org/us/tn/murfreesboro/profile/billing-services/medical-billing-alternatives-0573-37062480,"136 S Cannon Ave Murfreesboro, TN 37129-3506",Not Accredited
Advantage Medical Billing,+15303457699,"Ms. Jennifer Redeker, Owner",https://www.bbb.org/us/ca/chico/profile/medical-billing/advantage-medical-billing-1156-47020324,"Chico, CA 95973-5827",Accredited
Medical Billing Specialists,+15033875436,Mr. Kevin Worden,https://www.bbb.org/us/wa/everett/profile/medical-billing/medical-billing-specialists-1296-1000055840,"Everett, WA 98201-1874",Not Accredited
Medical Billing Solutions,+19196980913,"Ms. Mickey Perry, Customer Contact",https://www.bbb.org/us/nc/durham/profile/medical-billing/medical-billing-solutions-0593-90079402,"801 E Woodcroft Pkwy Apt 724 Durham, NC 27713-8268",Not Accredited
Tammy's Medical Billing,+19074220488,"Ms. Tammy Foutz, Owner",https://www.bbb.org/us/ak/seward/profile/medical-billing/tammys-medical-billing-1296-1000095075,"Seward, AK 99664",Not Accredited
Outsource Medical Billing,,"Sharon Burge, Owner",https://www.bbb.org/us/md/joppa/profile/billing-services/outsource-medical-billing-0011-90190447,"207 Stillmeadow Dr Joppa, MD 21085-4750",Not Accredited
Park Medical Billing,+12015857306,"Mr. Chol Park, CEO/Founder",https://www.bbb.org/us/nj/englewood/profile/medical-billing/park-medical-billing-0221-90169074,"106 Grand Ave Ste 210 Englewood, NJ 07631-3565",Not Accredited
Nexus Medical Billing,+18772722900,Mr. Christine,https://www.bbb.org/us/ma/springfield/profile/medical-billing/nexus-medical-billing-0261-289023,"PO Box 15109 Springfield, MA 01115",Not Accredited
"Montana Medical Billing, L.L.C.",+14062277065,"Mrs. Morgan Williams, Owner",https://www.bbb.org/us/mt/columbia-fls/profile/medical-business-administration/montana-medical-billing-llc-1296-1000008635,"3200 Trumble Creek Rd Columbia Fls, MT 59912-9048",Accredited
Lees Medical Billing,+12292340062,,https://www.bbb.org/us/fl/milton/profile/medical-billing/lees-medical-billing-0683-90078578,"Milton, FL 32571-2696",Not Accredited
Ultimate Medical Billing,+15407519146,"Ms. Rhonda Jeffery, Owner",https://www.bbb.org/us/va/round-hill/profile/billing-services/ultimate-medical-billing-0241-124457597,"17370 Avion Sq Round Hill, VA 20141-2492",Not Accredited
Hart Medical Billing,+17078393013,"Ms. Harriette Hart, Owner",https://www.bbb.org/us/ca/mckinleyville/profile/billing-services/hart-medical-billing-1116-195300,"PO Box 2447 Mckinleyville, CA 95519-2447",Not Accredited
Human Medical Billing,+18776691070,"Mr. Ramesh Jayakuma, Owner",https://www.bbb.org/us/ca/ventura/profile/medical-billing/human-medical-billing-1236-92088165,"2674 E Main St Ste E306 Ventura, CA 93003-2820",Accredited
"Seaside Medical Billing, Inc.",+15085483699,"Ms. Charlene Soares, Owner",https://www.bbb.org/us/ma/teaticket/profile/medical-billing/seaside-medical-billing-inc-0021-112487,"PO Box 2460 Teaticket, MA 02536-2460",Not Accredited
Telfonix Medical Billing,+19414836633,,https://www.bbb.org/us/fl/nokomis/profile/medical-consultants/telfonix-medical-billing-0403-8002369,"890 Hillcrest Drive Nokomis, FL 34275",Not Accredited
Billing Paradise,+18885719069,"Venkat Aravamudhan, CFO",https://www.bbb.org/us/ca/diamond-bar/profile/medical-billing/billing-paradise-1216-260860,"732 N Diamond Bar Blvd STE 110 Diamond Bar, CA 91765-1043",Not Accredited
ePsych Billing,+13233745479,"Mr. Alexander Zaki, President",https://www.bbb.org/us/nv/las-vegas/profile/medical-billing/epsych-billing-1086-90093585,"2300 W Sahara Ave Ste 800 Las Vegas, NV 89102-4397",Not Accredited
Ultimate Billing,+14697445853,"Ms. Marina Adelman, Founder",https://www.bbb.org/us/ri/west-warwick/profile/medical-billing/ultimate-billing-0021-543902,"1600 Division Rd Ste 2000 West Warwick, RI 02893-7574",Not Accredited
Billing Depot,+16093718920,"Ms. Patricia Freeze, President",https://www.bbb.org/us/nj/east-windsor/profile/medical-billing/billing-depot-0221-90108714,"415 Dutch Neck Rd East Windsor, NJ 08520-1201",Not Accredited
Allstars Medical Billing,+15014240123,"Mr. Muhammad ""Imran"" Siddique, Owner",https://www.bbb.org/us/ca/walnut-creek/profile/medical-billing/allstars-medical-billing-0935-90386244,"2121 N California Blvd Ste 243 Walnut Creek, CA 94596-3572",Not Accredited
Digital Med Billing Solutions LLC,+14073775484,,https://www.bbb.org/us/fl/orlando/profile/medical-billing/digital-med-billing-solutions-llc-0733-235968973,"1322 N Pine Hills Rd Orlando, FL 32808-4832",Not Accredited
Revu Billing,+18889999744,Business Manager,https://www.bbb.org/us/il/bloomingdale/profile/accountant/revu-billing-0654-1000108584,"175 S Bloomingdale Rd Bloomingdale, IL 60108",Not Accredited
Atticus Medical Billing,+18009604662,,https://www.bbb.org/us/ca/thousand-oaks/profile/medical-billing/atticus-medical-billing-1236-92021487,"5776 Lindero Canyon Road Suite D-451 Thousand Oaks, CA 91362",Not Accredited
Nexus Medical Billing,+18778425246,"Ms. Lauren K Hardison, President",https://www.bbb.org/us/fl/tierra-verde/profile/medical-billing/nexus-medical-billing-0653-90395209,"150 Pinellas Bayway S Tierra Verde, FL 33715-1708",Not Accredited
Accelerated Medical Billing,+17277818460,,https://www.bbb.org/us/fl/saint-petersburg/profile/medical-billing/accelerated-medical-billing-0653-90399628/addressId/255877,"1209 1st St NE Saint Petersburg, FL 33701-1811",Not Accredited
Savant Medical Billing,+13605677154,"Ms. Susanne Noga, Owner",https://www.bbb.org/us/wa/vancouver/profile/medical-billing/savant-medical-billing-1296-1000087929/addressId/826424,"6119 NE 103rd Ct Vancouver, WA 98662",Not Accredited
Medical Billing Solutions,+17252417862,"Ms. Melissa Mateo, Manager",https://www.bbb.org/us/nv/las-vegas/profile/medical-billing/medical-billing-solutions-1086-90090950,"3924 N Torrey Pines Dr Las Vegas, NV 89108-5900",Not Accredited
Endless Billing,+18779271619,"Wendely Moodie-Naranjo, Executive",https://www.bbb.org/us/ca/tarzana/profile/medical-billing/endless-billing-1216-1000009205,"6167 Reseda blvd tarzana, CA 91335",Not Accredited
Ultimate Billing,+17187437090,"Ms. Marina Adelman, Founder",https://www.bbb.org/us/ny/brooklyn/profile/medical-billing/ultimate-billing-0021-543902/addressId/719122,"103 Quentin Rd Ste BC21 Brooklyn, NY 11223-1174",Not Accredited
Sigma Billing,+19372087288,"Tracy Hammond, Executive Director",https://www.bbb.org/us/oh/dayton/profile/medical-billing/sigma-billing-0322-3857,"1520 S Main St Dayton, OH 45409",Not Accredited
EasyCare Billing,+16098407792,,https://www.bbb.org/us/nj/kendall-park/profile/medical-billing/easycare-billing-0221-90175229,"105 Daniel Ct Kendall Park, NJ 08824-1530",Not Accredited
Camelot Medical Billing,+16199429128,"Mrs. Wendy R Caudle, Owner",https://www.bbb.org/us/ca/chula-vista/profile/medical-billing/camelot-medical-billing-1126-172007228,"417 Nickman St Chula Vista, CA 91911",Not Accredited
Docs Medical Billing,+17022604106,Ms. Diana Gonzales,https://www.bbb.org/us/nv/las-vegas/profile/medical-billing/docs-medical-billing-1086-90045502,"630 Landview Ct Las Vegas, NV 89123-0197",Not Accredited
Accelerated Medical Billing,+18138175602,,https://www.bbb.org/us/fl/tampa/profile/medical-billing/accelerated-medical-billing-0653-90399628,"10403 Greendale Dr Tampa, FL 33626-5305",Not Accredited
Reliance Medical Billing,+19187012388,"Lynn Webb, Branch Manager",https://www.bbb.org/us/ok/tulsa/profile/medical-billing/reliance-medical-billing-1025-38064846,"3741 S Peoria Ave Tulsa, OK 74105-3264",Not Accredited
Elite Medical Billing,+17029895001,"Ms. Yvette Vazquez, President",https://www.bbb.org/us/nv/las-vegas/profile/billing-services/elite-medical-billing-1086-74814,"3110 S Valley View Blvd STE 204 Las Vegas, NV 89102-8389",Not Accredited
Anderson Medical Billing,+17342844105,,https://www.bbb.org/us/mi/southgate/profile/billing-services/anderson-medical-billing-0372-90000668,"14550 Balsam Street Southgate, MI 48195",Not Accredited
Sven Medical Billing,+12486747133,,https://www.bbb.org/us/mi/clarkston/profile/billing-services/sven-medical-billing-0372-20004855,"5880 Pine Knob Lane Clarkston, MI 48346",Not Accredited
WesDak Medical Billing,+16052555507,"Julie Baker, President",https://www.bbb.org/us/sd/rapid-city/profile/medical-billing/wesdak-medical-billing-0714-300064426,"809 South St Ste 210 Rapid City, SD 57701-3583",Accredited
Trinity Medical Billing,+14795713174,"Mrs. Mary Cooper, Owner",https://www.bbb.org/us/ar/fayetteville/profile/medical-billing/trinity-medical-billing-0935-90305889,"PO Box 10050 Fayetteville, AR 72703",Not Accredited
Medical Billing Network,+12077822492,,https://www.bbb.org/us/me/lewiston/profile/medical-billing/medical-billing-network-0021-329422,"6 Dupuis Ave # B Lewiston, ME 04240",Not Accredited
Accelerated Medical Billing,+19419239533,,https://www.bbb.org/us/fl/new-port-richey/profile/medical-billing/accelerated-medical-billing-0653-90399628/addressId/195401,"5509 Grand Blvd Ste 203 New Port Richey, FL 34652-3836",Not Accredited
Medical Billing Simplified,+19037525691,"Ms. Lindsey Michelle Pautsky, Owner",https://www.bbb.org/us/tx/arp/profile/medical-billing/medical-billing-simplified--1075-28137758,"10811 FM 3226 Arp, TX 75750",Not Accredited
Medical Billing Services,+19035341104,Ms. Carol Barrios,https://www.bbb.org/us/tx/tyler/profile/medical-billing/medical-billing-services-1075-28114624,"302 Powell Dr Tyler, TX 75703-4635",Not Accredited
DMJM Medical Billing,+18042750606,"Ms. Jeanne M Haskins, Owner",https://www.bbb.org/us/va/chesterfield/profile/medical-billing/dmjm-medical-billing-0603-63400221/addressId/55124,"PO Box 2611 Chesterfield, VA 23832",Not Accredited
Prosperity Medical Billing,+16062076318,,https://www.bbb.org/us/ky/bowling-green/profile/medical-billing/prosperity-medical-billing-0402-159166505,"Bowling Green, KY 42103-7116",Not Accredited
