"name","phone","principal_contact","url","address","accreditation"
"Medical Billing Unlimited","+17173694417","Ms. April Wingert, Owner","https://www.bbb.org/us/pa/greencastle/profile/medical-billing/medical-billing-unlimited-0241-182819497","4514 Rockdale Rd, Greencastle, PA 17225-8000","Not Accredited"
"Acom Medical Billing","+14805452610","Mr. Patrick McMahon, President","https://www.bbb.org/us/az/gilbert/profile/medical-billing/acom-medical-billing-1126-87002612","1094 S Gilbert Rd Ste 203, Gilbert, AZ 85296-3481","Not Accredited"
"Stolze Medical Billing","+19095760111","Mrs. Alyssa A Stolze, Billing Specialist","https://www.bbb.org/us/ca/victorville/profile/medical-billing/stolze-medical-billing-1126-850022321","11736 Dellwood Rd, Victorville, CA 92392-1291","Not Accredited"
"Greensense Billing","+19096988022","Ms. Angel Salazar, Operations Manager","https://www.bbb.org/us/ca/corona/profile/medical-billing/greensense-billing-1126-850066962","495 E Rincon St STE 206, Corona, CA 92879","Not Accredited"
"SmileBound Billing","+18032001899","Ms. Dawn Walker, CEO","https://www.bbb.org/us/nj/millville/profile/medical-billing/smilebound-billing-0221-90234692","Millville, NJ 08332-4602","Accredited"
"Billing Solutions","+17404174968","Ms. Jackie Kruse, Owner","https://www.bbb.org/us/oh/delaware/profile/medical-billing/billing-solutions-0302-14008220","15 E Lincoln Ave, Delaware, OH 43015-1605","Not Accredited"
"Operation Billing","+18887235962","Mr. Steve Herrera, Owner","https://www.bbb.org/us/tx/fort-worth/profile/medical-billing/operation-billing-0825-235981805","4500 Mercantile Plaza Dr Ste 300
Fort Worth, TX 76137-4206","Not Accredited"
"Billing Matters","+16502452726","Ms. Beth Goddard, Owner","https://www.bbb.org/us/ca/redwood-city/profile/medical-billing/billing-matters-1116-538335","570 El Camino Real STE 363
Redwood City, CA 94063-1200","Not Accredited"
"Enfinity Medical Billing","+17329440080","Shakeel Ahmad, Principal","https://www.bbb.org/us/nj/east-brunswick/profile/medical-billing/enfinity-medical-billing-0221-90234777","197 Route 18, East Brunswick, NJ 08816-1440","Not Accredited"
"Medical Billing Alternatives","+14198245203","Ms. Linda Hoffman, Owner","https://www.bbb.org/us/oh/sylvania/profile/billing-services/medical-billing-alternatives-0422-18000291","5600 Monroe St Building B Ste 101
Sylvania, OH 43560-0703","Not Accredited"
"Sirius Medical Billing","+13603980878","Ms. Catherine Campbell, Owner","https://www.bbb.org/us/wa/bellingham/profile/medical-billing/sirius-medical-billing-1296-22959892","Bellingham, WA 98225-3100","Not Accredited"
"PDXPERT Medical Billing","+15038608913","Ms. Cortney Rouse","https://www.bbb.org/us/or/portland/profile/medical-billing/pdxpert-medical-billing-1296-1000096262","Portland, OR 97220-2709","Not Accredited"
"Armedix Medical Billing","+14054184506","Mr. Randall Murray, Owner","https://www.bbb.org/us/ok/oklahoma-city/profile/medical-billing/armedix-medical-billing-0995-90074308","3705 W Memorial Rd Ste 1304, Oklahoma City, OK 73134-1503","Not Accredited"
"Element Medical Billing","","Jared Turner, Owner/Manager","https://www.bbb.org/us/fl/port-saint-lucie/profile/medical-billing/element-medical-billing-0633-92046033","2000 SE Port St Lucie Blvd Suite B, Port Saint Lucie, FL 34952","Not Accredited"
"Talbert's Medical Billing","+13378559023","Mary Talbert, CEO","https://www.bbb.org/us/la/lake-charles/profile/medical-billing/talberts-medical-billing-0925-90006328","109 Executive Drive, Suite C, Lake Charles, LA 70611","Accredited"
"Comprehensive Medical Billing","+18663218433","","https://www.bbb.org/us/ok/oklahoma-city/profile/billing-services/comprehensive-medical-billing-0995-90011697","9301 S. WESTERN AVE.
OKLAHOMA CITY, OK 73139","Not Accredited"
"Prince's Medical Billing","+17073349724","Ms. Loretta Lary, Owner","https://www.bbb.org/us/ca/vallejo/profile/billing-services/princes-medical-billing-1116-305648","391 Sawyer St.
Vallejo, CA 94589","Not Accredited"
"Denton Medical Billing","+19405655846","Ms. Robin Johnston, Owner","https://www.bbb.org/us/tx/denton/profile/billing-services/denton-medical-billing-0875-90013540","2019 Malone
Denton, TX 76201","Not Accredited"
"Behavioral Health Billing Specialists LLC","+14804459841","Ms. Doris Mollenkopf, President","https://www.bbb.org/us/az/chandler/profile/medical-billing/behavioral-health-billing-specialists-llc-1126-1000105188","2705 S Alma School Rd Ste 2
Chandler, AZ 85286-4400","Accredited"
"Swift Medical Billing Service Limited Liability Company","+19548596223","","https://www.bbb.org/us/fl/lauderhill/profile/medical-billing/swift-medical-billing-service-limited-liability-company-0633-92046709","4200 NW 16th St, Lauderhill, FL 33313-5899","Accredited"
"Northstar Medical Billing, LLC","+12184542640","Adrian Collie, Owner","https://www.bbb.org/us/mn/baxter/profile/medical-billing/northstar-medical-billing-llc-0704-1000071052","13341 Norway Dr, Baxter, MN 56425-4108","Accredited"
"Sunrise Medical Billing, LLC","+16315859800","Ms. Dayle A. Girard, Owner","https://www.bbb.org/us/ny/ronkonkoma/profile/medical-billing/sunrise-medical-billing-llc-0121-87168083","PO Box 286
Ronkonkoma, NY 11779-0286","Accredited"
"Professional Billing Services of Illinois, Inc.","+13095245300","Ms. Tim Moen, President","https://www.bbb.org/us/il/orion/profile/medical-billing/professional-billing-services-of-illinois-inc-0724-90016595","18 12th Ave, Orion, IL 61273-9694","Accredited"
"USPROVIDERS Billing & Management Services Inc.","+12064531919","Mrs. Kimberly Marney, President","https://www.bbb.org/us/wa/renton/profile/medical-billing/usproviders-billing-management-services-inc-1296-1000045767","707 S Grady Way Ste 600, Renton, WA 98057-3227","Accredited"
"GMA Health & EMS Billing Services","+17139247893","Mr. John Andrus, Owner","https://www.bbb.org/us/tx/houston/profile/medical-billing/gma-health-ems-billing-services-0915-90071078","13201 Northwest Fwy Ste 425
Houston, TX 77040-6250","Accredited"
"A&L Medical Billing and Coding Consulting, LLC","+16018444482","Ms. April Callahan, Principal","https://www.bbb.org/us/ms/long-beach/profile/medical-billing/al-medical-billing-and-coding-consulting-llc-0523-235847001","Long Beach, MS 39560","Accredited"
"Hidden Treasure Billing and Credentialing LLC","+15862984165","Latesha Mathis, CEO/Owner","https://www.bbb.org/us/mi/harper-woods/profile/medical-billing/hidden-treasure-billing-and-credentialing-llc-0372-90054526","Harper Woods, MI 48225","Accredited"
"One Source Medial Billing Services, LLC","+16626334760","Ms. Suzette Stevens, Owner","https://www.bbb.org/us/ms/olive-branch/profile/medical-billing/one-source-medial-billing-services-llc-0543-44187910","PO Box 947
Olive Branch, MS 38654-0910","Accredited"
"One Source Medical Billing, LLC","+18886245563","","https://www.bbb.org/us/fl/coconut-creek/profile/medical-service-organization/one-source-medical-billing-llc-0633-92049752","6810 N State Rd 7, Coconut Creek, FL 33073-4304","Accredited"
"National Billing Institute Limited Liability Company, L.C.","+18774363894","Mr. Michael Evans, Managing Member","https://www.bbb.org/us/fl/boca-raton/profile/medical-billing/national-billing-institute-limited-liability-company-lc-0633-92005482","4800 N Federal Hwy STE 306A, Boca Raton, FL 33431-5176","Accredited"
"Physician's Choice® Medical Billing, LLC","+17279001326","Mr. Ronald Dayton, President","https://www.bbb.org/us/fl/st-petersburg/profile/medical-billing/physicians-choice%C2%AE-medical-billing-llc-0653-90420998","9600 Koger Blvd N Ste 227, St Petersburg, FL 33702-2437","Accredited"
"Newton Medical Consulting Inc","+18887535988","Ms. Amanda Newton, President/Co-Founder","https://www.bbb.org/us/az/peoria/profile/medical-billing/newton-medical-consulting-inc-1126-1000021159","8765 W Kelton Ln Ste B1-110, Peoria, AZ 85382-3584","Accredited"
"Priority Med-Billing and Management Services LLC","+18007804166","Rochelle Nwafor, CEO/Owner","https://www.bbb.org/us/fl/new-prt-rchy/profile/medical-billing/priority-med-billing-and-management-services-llc-0653-90449774","New Prt Rchy, FL 34654-4698","Accredited"
"Helping Hand Medical LLC","+16142773100","Ms. Denise L Fimple, Owner","https://www.bbb.org/us/oh/grove-city/profile/medical-billing/helping-hand-medical-llc-0302-70149254","PO Box 1430
Grove City, OH 43123-6430","Accredited"
"Park Medical Management, Inc","+19016826828","Ms. Pam Stopher, President","https://www.bbb.org/us/tn/memphis/profile/billing-services/park-medical-management-inc-0543-44048267","5545 Murray Ave STE 130
Memphis, TN 38119-3861","Accredited"
"Anesthesia Billing Company","+15177876440","Melinda Kollin, Executive Director of Operations","https://www.bbb.org/us/mi/jackson/profile/medical-billing/anesthesia-business-consultants-llc-0372-13011280","255 W Michigan Avenue
Jackson, MI 49201","Accredited"
"ADS Medical Billing & Consulting","+15125527071","Mr. Anthony P James, CEO/Partner","https://www.bbb.org/us/tx/austin/profile/medical-billing/ads-healthcare-solutions-llc-0825-1000218381","7310 Menchaca Rd # 151238, Austin, TX 78745-5262","Accredited"
"Medical Accounts Receivable Systems","+12707449000","Mr. Lloyd Ledet, President","https://www.bbb.org/us/ky/lexington/profile/collections-agencies/credit-bureau-systems-inc-0402-1773/addressId/134480","2541 Sir Barton Way
Lexington, KY 40509-2292","Accredited"
"Medical Insurance Billing Systems","+15022677522","Mr. Michael Lynch, President","https://www.bbb.org/us/ky/louisville/profile/collections-agencies/gla-collection-company-inc-0402-2784","2630 Gleeson Way
Louisville, KY 40299-1772","Accredited"
"International Billing Office","+19545269751","Mr. Dixan Gonzalez, Manager","https://www.bbb.org/us/fl/fort-lauderdale/profile/medical-billing/passage-health-international-llc-0633-90384305","5900 N Andrews Ave STE 802
Fort Lauderdale, FL 33309-2371","Accredited"
"Signature Billings Services LLC","+12082499757","Ms. Courtney Burch, Owner","https://www.bbb.org/us/id/eagle/profile/medical-billing/signature-billings-services-llc-1296-1000095227","Eagle, ID 83616-7527","Accredited"
"All In Won Med-Bill & IT, LLC","+17182134058","Ms. Krystal McKenna, Owner","https://www.bbb.org/us/ny/valley-cottage/profile/medical-billing/all-in-won-med-bill-it-llc-0121-87152090","612 Corporate Way Ste 2M, Valley Cottage, NY 10989-2027","Accredited"
"Global Medical Management","+14057759350","Mrs. Adrienne Paschal, Owner","https://www.bbb.org/us/ok/oklahoma-city/profile/medical-billing/global-medical-management-0995-90108811","3000 W Memorial Rd Ste 123
Box #801
Oklahoma City, OK 73120-6108","Accredited"
"Hawaii Medical Institute, Inc.","+18082375140","Mr. Ashton Cudjoe, President","https://www.bbb.org/us/hi/honolulu/profile/business-school/hawaii-medical-institute-inc-1296-53003551","1221 Kapiolani Blvd Ste 644
Honolulu, HI 96814-3513","Accredited"
"Comprehensive Medical Management, Inc.","+13212679689","Cheryl McGough, President","https://www.bbb.org/us/fl/titusville/profile/medical-billing/comprehensive-medical-management-inc-0733-212626383","403 Camelia Ave, Titusville, FL 32796-2423","Accredited"
"Paragon Medical Consultants, Inc.","+13054180580","Mr. Erwing ""Xavier"" Martinez","https://www.bbb.org/us/fl/miami/profile/medical-billing/paragon-medical-consultants-inc-0633-92043846","10300 Sunset Dr Ste 380, Miami, FL 33173-3020","Accredited"
"IQ Medical Management","+12693449490","Ms. Laurinda J. Leverett, Owner","https://www.bbb.org/us/mi/portage/profile/insurance-claims-processing/iq-medical-management-0372-38164292","1110 Prosperity Dr, Portage, MI 49002-5551","Accredited"
"Medical Solutions Unlimited, Inc.","+12766444997","Ms. Elizabeth McNutt, President","https://www.bbb.org/us/va/bristol/profile/medical-billing/medical-solutions-unlimited-inc-0613-9009926","1700 Wendover Rd
Bristol, VA 24201-2843","Accredited"
"VoCis Medical Solutions","+15026384285","Dr. Suresh Nair, Owner","https://www.bbb.org/us/ky/louisville/profile/information-technology-services/vocis-medical-solutions-0402-159129825","8442 Dixie Hwy
Louisville, KY 40258-1140","Accredited"
"CarlJey Medical Solutions","+18888594499","Mr. Carlex Gnanamani, CEO","https://www.bbb.org/us/ca/sacramento/profile/medical-billing/carljey-medical-solutions-1156-90093469","3400 Cottage Way Ste G2
Sacramento, CA 95825-1474","Accredited"
"Covenant Medical Group","+18653745231","Pamela Helton, Operations Specialist","https://www.bbb.org/us/tn/knoxville/profile/billing-services/covenant-medical-group-0533-90026907","P.O. Box 59065
Knoxville, TN 37950","Accredited"
"Nationwide Medical Licensing, LLC","+13216229030","Alexis McGuire, Owner","https://www.bbb.org/us/fl/melbourne/profile/license-services/nationwide-medical-licensing-llc-0733-90005902","Melbourne, FL 32901","Accredited"
"Medical Business Partners, LLC","+12023903966","Mrs. Julia Konovalov, Co-Owner","https://www.bbb.org/us/md/stevenson/profile/medical-billing/medical-business-partners-llc-0011-90285437","10421 Stevenson Rd Unit 101
Stevenson, MD 21153-7505","Accredited"
"K & D Medical Services","+12195156319","Ms. Latoya Holloman","https://www.bbb.org/us/in/dyer/profile/medical-billing/k-d-medical-services-0352-90114020","425 Joliet St Ste 125, Dyer, IN 46311-1775","Accredited"
"Medical Management Services Inc","+19155935495","Ms. Olga M Mendoza, President","https://www.bbb.org/us/tx/el-paso/profile/collections-agencies/medical-management-services-inc-0895-94060067","3160 N Lee Trevino Dr Ste 106, El Paso, TX 79936-2061","Accredited"
"Lifeline Medical Center, LLC","+18144080014","Ms. Patricia Griesheimer, Owner","https://www.bbb.org/us/wa/tacoma/profile/telemedicine/lifeline-medical-center-llc-1296-1000144608/addressId/865305","1201 Pacific Ave Fl 6 Room 644, Tacoma, WA 98402","Accredited"
"United Medical & Business Institute, LLC","+14047612335","Mr. Nathaniel Straws Jr., CEO","https://www.bbb.org/us/ga/college-park/profile/business-school/united-medical-business-institute-llc-0443-27264374","1903 Phoenix Blvd Ste 215, College Park, GA 30349-5754","Accredited"
"Genesis Elite Medical Solutions LLC","+19152091382","Genesis Santillan, Owner","https://www.bbb.org/us/tx/el-paso/profile/medical-billing/genesis-elite-medical-solutions-llc-0895-99164191","PO Box 962617
El Paso, TX 79996-2617","Accredited"
"Advance Medical Administrative Support Corp.","+17875981949","Mr. Carlos Rivera-Perez, Owner","https://www.bbb.org/us/pr/ponce/profile/medical-billing/advance-medical-administrative-support-corp-0633-90544364","Calle Húcar 205 Edificio M Local 04, Ponce, PR 00716","Accredited"
"Medical Management Associates of Yuma LLC","+19283179100","Ms. Lisa M Gill, Principal","https://www.bbb.org/us/az/yuma/profile/medical-billing/medical-management-associates-of-yuma-llc-1126-1000042278","577 S 4th Ave, Yuma, AZ 85364-3065","Accredited"
"Darah Medical Equipment & Supplies LLC","+18445527867","Mr. Jeffrey Darah, Owner","https://www.bbb.org/us/oh/maumee/profile/medical-equipment/darah-medical-equipment-supplies-llc-0422-90078296","6465 Wheatstone Ct
Bldg A
Maumee, OH 43537-8610","Accredited"
"Superior Medical Equipment","+19107980500","Mr. David Rouen Jr., Director","https://www.bbb.org/us/nc/wilmington/profile/medical-equipment/sme-inc-usa-0593-90003949","5949 Carolina Beach Rd STE 11, Wilmington, NC 28412-2725","Accredited"
"Precision Practice Management LLC","+19286390166","Ms. Mona Meadows, President/CEO","https://www.bbb.org/us/az/cottonwood/profile/medical-billing/precision-practice-management-llc-1126-1000029065","101 S Main St Ste D, Cottonwood, AZ 86326-6979","Accredited"
"Raley & Rice LLC","+16235610051","Mr. Paul William Rice, Owner","https://www.bbb.org/us/az/phoenix/profile/medical-billing/raley-rice-llc-1126-1000080531","2427 W Crimson Ter, Phoenix, AZ 85085-6038","Accredited"
"Statim LLC","+18885443537","Ms. Melissa B Bautista, Founder/CEO","https://www.bbb.org/us/ca/brea/profile/medical-billing/statim-llc-1126-1000086287","509 Mercury Ln, Brea, CA 92821-4825","Accredited"
"Solestra Systems","+12014216830","Mr. David Frazier, Owner","https://www.bbb.org/us/nj/red-bank/profile/medical-billing/solestra-systems-0221-90234706","Red Bank, NJ 07701-1994","Accredited"
"TYRUS Health","+12536424104","Ms. Bridgett Sammon, Owner","https://www.bbb.org/us/wa/federal-way/profile/medical-billing/tyrus-health-1296-1000119740","33530 1st Way S Ste 102, Federal Way, WA 98003-7332","Accredited"
"On-Point Healthcare Services","+14056699508","Mr. Rob Andersen","https://www.bbb.org/us/ok/oklahoma-city/profile/medical-billing/on-point-healthcare-services-0995-90093929","4013 NW Expressway Ste 610
Oklahoma City, OK 73116-2610","Accredited"
"Richland Bureau of Credits Medical Service Bureau, Inc.","+14195222921","Ms. Katie Borchers, President","https://www.bbb.org/us/oh/mansfield/profile/collections-agencies/richland-bureau-of-credits-llc-0272-114","Mansfield, OH 44903-2224","Accredited"
